feature,split,gain,total,null_imp,total_null
f004_y0_detected_std-d-mean-d-y2_detected_std-d-mean,0.11005872324303846,0.0010505220516190976,0.11110924529465756,0.1132625121969294,-0.0021532669022718415
f027_lumi_min,0.03286607311990908,0.006903503339950698,0.039769576459859776,0.0429744981307213,-0.0032049216708615255
fbk1-007_pb1_flux_median,0.03011934078423944,0.0011466364219463534,0.0312659772061858,0.03460106568101014,-0.0033350884748243395
f015_pb2_d1_lumi_q75,0.024910020837279792,0.01816260232366634,0.04307262316094613,0.04647847860731846,-0.0034058554463723342
f014_d0_flux_ratio_sq_median,0.1951127107406706,0.014123492859695868,0.2092362036003665,0.2128012922808368,-0.003565088680470313
f003_pb2_flux_norm1_q75-m-q25,0.028698617162341355,0.03905008042614977,0.06774869758849113,0.07133023617093484,-0.0035815385824437135
f003_pb0_lumi_q75-d-pb3_lumi_q75,0.06042811138473195,0.04731853304392454,0.1077466444286565,0.11138197839532953,-0.003635333966673024
f013_lumi_q75-m-q25,0.04148512975942413,0.021297307717047638,0.06278243747647176,0.0669325527747129,-0.004150115298241136
f003_pb1_lumi_q75-m-q25-d-pb5_lumi_q75-m-q25,0.07738207993938248,0.02999379459724568,0.10737587453662814,0.11178994355975948,-0.004414069023131337
f003_pb1_lumi_q25,0.028035612805455586,0.06624236920794813,0.0942779820134037,0.0986988725120386,-0.004420890498634894
f003_pb3_lumi_q75,0.03722295889372988,0.008700688568189107,0.04592364746191898,0.050405229651878436,-0.004481582189959456
f003_pb4_lumi_max,0.021973858685357082,0.005400700163308647,0.027374558848665718,0.032254194229340366,-0.004879635380674648
f015_pb1_detected_dates_max-m-min,0.09291532487213487,0.0071406572121689715,0.10005598208430384,0.10494932867321266,-0.004893346588908817
f015_pb2_d1_flux_norm2_std-d-pb5_d1_flux_norm2_std,0.012502367872703164,0.0066087319402051425,0.019111099812908303,0.024236854802678915,-0.005125754989770612
f003_pb2_lumi_max-m-min,0.02708846372419019,0.0063947255999119105,0.0334831893241021,0.03882440036106978,-0.005341211036967677
f003_pb2_lumi_max,0.02405758666414094,0.0063831048660803824,0.030440691530221317,0.03581164184881644,-0.005370950318595122
f003_pb2_lumi_kurt,0.09073688198522448,0.01650463946532041,0.10724152145054487,0.11268798727789447,-0.005446465827349603
fbk1-006_pb1_flux_q75,0.033907937109301005,0.004303054902462923,0.03821099201176393,0.04397442439356447,-0.0057634323818005415
f002_lumi_max-m-min,0.0152491002083728,0.00813195438354262,0.023381054591915414,0.029729482895175307,-0.006348428303259893
f003_pb3_lumi_max-d-pb4_lumi_max,0.07425648797120668,0.02701664059584193,0.1012731285670486,0.10778535596137123,-0.0065122273943226255
f015_pb2_d1_lumi_q90,0.026804318999810568,0.010391001790497885,0.037195320790308455,0.04383602655147757,-0.0066407057611691175
f003_pb5_lumi_max,0.02642545936730441,0.003486457418152271,0.029911916785456686,0.036801367858692736,-0.0068894510732360505
f018_pb2_lumi_median,0.028793332070467886,0.01743859539893891,0.0462319274694068,0.0534751877105721,-0.007243260241165304
f015_pb1_d0_lumi_q10,0.024247016480394016,0.04524265066800173,0.06948966714839575,0.0777273539034874,-0.00823768675509165
f003_pb1_flux_norm1_q75,0.07804508429626825,0.007823749218066726,0.08586883351433497,0.09412231598161608,-0.008253482467281109
f003_pb3_lumi_max-m-min,0.029835196059859823,0.004531296509354596,0.03436649256921442,0.04346492752987338,-0.009098434960658965
f015_pb2_d1_lumi_mean,0.03059291532487213,0.01270426178197472,0.043297177106846864,0.05243141610565005,-0.009134238998803189
f003_pb4_lumi_q75-m-q25,0.0304982004167456,0.003718575740903653,0.03421677615764925,0.043424562793215334,-0.009207786635566081
f003_pb1_lumi_std-d-pb5_lumi_std,0.040916840310664906,0.008922015312612254,0.04983885562327716,0.05910802425508626,-0.0092691686318091
f014_d1_lumi_median,0.01600681947338511,0.004986256189383853,0.02099307566276896,0.030407212387023895,-0.009414136724254934
f003_pb0_flux_norm1_mean,0.07378291343057397,0.021262644689092624,0.0950455581196666,0.1045050351703976,-0.009459477050730997
f013_lumi_q75,0.01174464860769085,0.003826527249522439,0.015571175857213291,0.02508217137494359,-0.009510995517730299
f003_pb2_lumi_max-d-pb4_lumi_max,0.05313506345898845,0.029365153179158325,0.08250021663814677,0.0920615482135997,-0.009561331575452928
f003_pb3_lumi_max,0.02026899033907937,0.0033784969329167442,0.023647487271996115,0.033394065628480664,-0.009746578356484549
f003_pb2_flux_norm3_skew,0.03352907747679485,0.002112723170701591,0.03564180064749644,0.045572744536894215,-0.009930943889397775
f015_pb4_d1_lumi_q90,0.01837469217654859,0.018744997912162338,0.037119690088710924,0.04748303750348167,-0.010363347414770747
f014_d1_lumi_q25,0.02917219170297405,0.00702268873672837,0.03619488043970242,0.04667106172771027,-0.010476181288007848
f002_flux_norm1_q90,0.045747300625118385,0.030010555571255714,0.0757578561963741,0.08646179100615049,-0.010703934809776397
f017_pb1_lumi_q90-d-pb3_lumi_q90,0.03712824398560334,0.028357092424907686,0.06548533641051102,0.07638976480635049,-0.010904428395839466
fbk1-007_pb3_flux_median,0.02358401212350824,0.002234122760048373,0.025818134883556613,0.036768324031625936,-0.010950189148069323
f027_lumi_q75,0.013165372229588938,0.004111114940852172,0.01727648717044111,0.028266354815138874,-0.010989867644697764
f015_pb2_d1_lumi_max-m-min,0.02974048115173328,0.01113184726916044,0.04087232842089372,0.052120871674830614,-0.011248543253936892
f003_pb1_lumi_std-d-pb4_lumi_std,0.03286607311990908,0.01973533356634229,0.05260140668625137,0.06398333706836266,-0.011381930382111292
f023_pb4_lumi_q90-m-q10,0.03011934078423944,0.008361270841937175,0.038480611626176615,0.05019462590812191,-0.011714014281945295
f015_pb2_d0_lumi_q90,0.017901117635915894,0.01615984393006593,0.034060961565981825,0.04600265747168148,-0.011941695905699656
