feature,split,gain,total,null_imp,total_null
f003_pb1_flux_by_flux_ratio_sq_std-d-pb2_flux_by_flux_ratio_sq_std,0.013638946770221634,0.0025816201616573517,0.016220566931878986,0.113040119231871,-0.09681955229999202
f017_pb5_flux_median,0.010986929342678538,0.0023999003025519435,0.01338682964523048,0.11022025535683794,-0.09683342571160745
f015_pb1_d1_lumi_q90-d-pb2_d1_lumi_q90,0.0191324114415609,0.0053352919795111855,0.024467703421072087,0.12133585918513053,-0.09686815576405844
f003_pb0_flux_max-d-min-d-pb2_flux_max-d-min,0.0261413146429248,0.003095242855510932,0.02923655749843573,0.12612089134499604,-0.09688433384656031
f003_pb4_flux_by_flux_ratio_sq_q75-m-q25,0.01505967039211972,0.0029253654445011647,0.017985035836620887,0.1148971365628334,-0.09691210072621251
f003_pb1_lumi_skew,0.050293616215192266,0.009677494078769314,0.059971110293961585,0.15704757309319162,-0.09707646279923003
f024_pb0_flux_norm1_min,0.006345898844478121,0.0015899411613106466,0.007935840005788768,0.10509393110363068,-0.0971580910978419
f010_pb5_flux_norm2_q10,0.01610153438151165,0.003742767511723385,0.019844301893235036,0.11710731410414127,-0.09726301221090623
f003_pb4_flux_norm1_std,0.007861337374502748,0.0004386051173597833,0.008299942491862531,0.1056076338872593,-0.09730769139539677
f003_pb5_flux_ratio_sq_std,0.005019890130706572,0.00032678754193365544,0.005346677672640229,0.10277478068175712,-0.09742810300911689
f018_pb3_lumi_q10,0.019700700890320142,0.0030814264170170875,0.022782127307337224,0.12035494271634192,-0.0975728154090047
f023_pb5_flux_norm2_q75,0.024341731388520558,0.00232671638977205,0.026668447778292602,0.12427207260027275,-0.09760362482198015
f003_pb2_lumi_mean-d-pb5_lumi_mean,0.04337942792195491,0.008418898471636904,0.05179832639359182,0.14943901060496007,-0.09764068421136825
f012_pb5_flux_mean,0.011271074067058157,0.003570419753209386,0.01484149382026754,0.11249671038701882,-0.09765521656675127
f023_pb0_flux_norm1_q90,0.028888046978594432,0.01207992327639148,0.04096797025498592,0.1386268906884265,-0.0976589204334406
f010_pb2_lumi_max,0.015343815116499338,0.00110313902020315,0.016446954136702486,0.11414837458731793,-0.09770142045061544
f004_y1_flux_norm3_min,0.007293047925743513,0.0002511845491469998,0.007544232474890513,0.10528753174634696,-0.09774329927145645
f023_pb3_flux_norm1_q90-m-q10,0.0074824777419965904,0.009220773882997272,0.01670325162499386,0.11456178388326048,-0.09785853225826661
f025_pb2_flux_min,0.021310854328471303,0.003118774225992991,0.024429628554464296,0.12234799694770067,-0.09791836839323637
f003_pb0_lumi_max-d-min-d-pb3_lumi_max-d-min,0.027562038264822886,0.005864912936533926,0.03342695120135681,0.13150703710320852,-0.09808008590185172
f025_pb2_lumi_min,0.016575108922144345,0.0017222568145553359,0.01829736573669968,0.11653334025102186,-0.09823597451432217
f003_pb0_flux_norm2_q75-d-pb3_flux_norm2_q75,0.012407652964576623,0.01792633728533343,0.030333990249910056,0.12860546272925374,-0.09827147247934369
f002_a_3__kurtosis,0.02945633642735367,0.0027359640926663225,0.032192300520019985,0.1309240822840489,-0.09873178176402891
f024_pb5_flux_norm1_q75,0.02689903390793711,0.00783640240821078,0.034735436316147894,0.13352655276608685,-0.09879111644993896
f005_pb0_y0_lumi_max,0.02661488918355749,0.00264385742520886,0.029258746608766355,0.12810923919989978,-0.09885049259113342
f023_pb0_flux_norm1_median,0.017522258003409737,0.009027377108294151,0.02654963511170389,0.12541215062669367,-0.09886251551498978
f015_pb3_d1_flux_min-d-pb5_d1_flux_min,0.03674938435309718,0.01575563517605562,0.0525050195291528,0.15143244467106487,-0.09892742514191208
f017_pb5_flux_norm1_q75,0.04233756393256299,0.016633424614593655,0.058970988547156634,0.1579091373401038,-0.09893814879294718
f015_pb3_d1_flux_by_flux_ratio_sq_std-d-pb5_d1_flux_by_flux_ratio_sq_std,0.014207236218980868,0.016818825726802412,0.031026061945783282,0.1301447378397495,-0.09911867589396622
f023_pb3_flux_by_flux_ratio_sq_mean,0.008240197007008903,0.00048762415412395273,0.008727821161132856,0.10795187488130104,-0.09922405372016818
f023_pb2_flux_norm3_mean,0.014017806402727793,0.0019455743126678227,0.015963380715395614,0.11523322509026712,-0.0992698443748715
f023_pb0_lumi_q90-d-pb4_lumi_q90,0.023394582307255163,0.010454333904924135,0.0338489162121793,0.13323275478490065,-0.09938383857272134
f003_pb1_flux_norm2_q75-d-pb5_flux_norm2_q75,0.017616972911536282,0.007973537086308633,0.025590509997844908,0.12525728005406273,-0.09966677005621782
f024_pb0_flux_norm1_mean,0.00530403485508619,0.002821134921681213,0.008125169776767405,0.10784656228919162,-0.09972139251242422
f003_pb2_flux_ratio_sq_std-d-mean,0.0069141882932373545,0.001103608126770144,0.0080177964200075,0.10792375899774076,-0.09990596257773326
f005_pb3_y1_lumi_mean,0.021973858685357082,0.004686388840708426,0.0266602475260655,0.12672919010094766,-0.10006894257488216
f018_pb4_flux_norm3_min,0.01704868346277704,0.0028628851713351023,0.019911568634112142,0.12006510836271014,-0.100153539728598
f005_pb0_y2_lumi_mean,0.044137147186967235,0.0023469139181751123,0.046484061105142346,0.14665222198982747,-0.10016816088468512
f015_pb4_d1_flux_q10,0.020458420155332453,0.009155492149037036,0.029613912304369487,0.12981700219031872,-0.10020308988594923
f018_pb0_flux_norm1_q25,0.026236029551051337,0.003337167396925433,0.02957319694797677,0.12980497585123152,-0.10023177890325474
f012_pb5_flux_median,0.009282060996400837,0.0022888549214367237,0.011570915917837559,0.11236825680553997,-0.10079734088770241
f003_pb3_flux_kurt,0.031255919681757914,0.0019527369841921085,0.033208656665950013,0.13401152850439102,-0.100802871838441
f018_pb4_flux_norm1_median,0.018753551809054747,0.004965750827537524,0.02371930263659227,0.12457178056231298,-0.10085247792572072
f003_pb2_lumi_median-d-pb4_lumi_median,0.06355370335290775,0.013327847871400749,0.0768815512243085,0.17774989093574106,-0.10086833971143257
f026_date_diff_0.7,0.03769653343436257,0.01028321544989782,0.04797974888426039,0.1489132864181216,-0.10093353753386121
f003_pb0_flux_norm3_q10-d-pb5_flux_norm3_q10,0.008334911915135444,0.00422773134242249,0.012562643257557932,0.11352449847443875,-0.10096185521688082
f017_pb5_flux_norm1_min,0.019227126349687443,0.015460954093096278,0.034688080442783716,0.13573942502176642,-0.10105134457898271
f023_pb5_flux_norm3_q10,0.006630043568857738,0.004121535119557615,0.010751578688415355,0.11186623969655787,-0.10111466100814252
f003_pb1_flux_by_flux_ratio_sq_q75-m-q25-d-pb5_flux_by_flux_ratio_sq_q75-m-q25,0.017901117635915894,0.005581887769155593,0.023483005405071488,0.12462849127842665,-0.10114548587335516
f017_pb3_lumi_q25-d-pb5_lumi_q25,0.03248721348740292,0.010352204382763791,0.042839417870166714,0.14406333455369633,-0.10122391668352962
f005_pb2_y1_flux_norm1_min,0.010229210077666228,0.0018871184762618524,0.01211632855392808,0.11342982483687512,-0.10131349628294704
f005_pb3_y1_lumi_q25,0.021594999052850918,0.0018218884484045247,0.023416887501255448,0.124819612587744,-0.10140272508648855
f015_pb2_d1_flux_by_flux_ratio_sq_max-d-min,0.0413904148512976,0.004140555672673047,0.045530970523970635,0.14701515269368112,-0.10148418216971049
f018_pb5_flux_by_flux_ratio_sq_max,0.014964955483993184,0.003491453228660801,0.018456408712653985,0.12009899013925016,-0.10164258142659617
f018_pb2_flux_norm1_q10-d-pb3_flux_norm1_q10,0.004167455957567722,0.0004816817745936093,0.004649137732161331,0.10634764225622496,-0.10169850452406363
f014_d0_flux_median,0.01818526236029551,0.007049170470960748,0.02523443283125626,0.12693843053412027,-0.10170399770286401
f013_flux_q90-m-q10,0.012691797688956242,0.012501936055629092,0.02519373374458533,0.12695566406056372,-0.10176193031597838
f023_pb2_flux_norm1_q25,0.021784428869104,0.009065667064445823,0.030850095933549825,0.13269354300484662,-0.10184344707129679
f004_y2_flux_norm1_q90,0.029361621519227124,0.006713334851937032,0.03607495637116416,0.13797100108097415,-0.10189604470981
f005_pb1_y0_lumi_q10,0.017522258003409737,0.0011368036719381033,0.01865906167534784,0.12060393622826608,-0.10194487455291824
f003_pb1_lumi_skew-d-pb3_lumi_skew,0.061848835006630035,0.00873914624502783,0.07058798125165787,0.17280379960313436,-0.10221581835147649
f003_pb1_flux_norm2_q90-d-pb3_flux_norm2_q90,0.01060806971017238,0.00434232989913555,0.014950399609307932,0.11736227816760215,-0.10241187855829423
f012_pb2_flux_norm1_min,0.03078234514112521,0.001350296847759201,0.032132641988884415,0.13460217618975145,-0.10246953420086705
f024_pb5_flux_norm1_q25,0.022447433225989768,0.0016145189224261384,0.02406195214841591,0.1266952306190129,-0.10263327847059697
f003_pb2_lumi_q75-m-q25-d-pb3_lumi_q75-m-q25,0.05237734419397613,0.013596744300416262,0.0659740884943924,0.16873332889995696,-0.10275924040556456
f023_pb4_lumi_q90-d-pb5_lumi_q90,0.02917219170297405,0.005482203809528664,0.03465439551250271,0.13750616371380825,-0.10285176820130554
f015_pb2_d0_lumi_q90-d-pb4_d0_lumi_q90,0.04328471301382838,0.007611316157520669,0.05089602917134905,0.15380793085091055,-0.10291190167956149
f025_pb2_flux_q10-d-pb5_flux_q10,0.00322030687630233,0.0019458623239005707,0.005166169200202901,0.10822405971039094,-0.10305789051018804
f010_pb5_flux_norm1_max,0.03959083159689335,0.01819270573061809,0.05778353732751144,0.16087529637992912,-0.10309175905241769
f015_pb4_d1_flux_min,0.024910020837279792,0.006235490978954721,0.03114551181623451,0.1343135841198669,-0.1031680723036324
f015_pb4_d0_flux_err_q10,0.028982761886720974,0.0016317002816751878,0.030614462168396164,0.13395087184306104,-0.10333640967466487
f003_pb1_lumi_kurt,0.0518090547452169,0.005244731535931318,0.057053786281148225,0.16039505062104997,-0.10334126433990175
f003_pb0_flux_ratio_sq_std,0.027562038264822886,0.005994884607362354,0.033556922872185244,0.13691029372087934,-0.1033533708486941
f003_pb1_lumi_q75-m-q25-d-pb2_lumi_q75-m-q25,0.049535896950179965,0.009826132785077327,0.059362029735257275,0.1628591912062208,-0.10349716147096352
f018_pb3_flux_norm3_mean,0.004830460314453495,0.0008273588964048344,0.005657819210858329,0.10946103149652732,-0.103803212285669
f004_y1_flux_by_flux_ratio_sq_median,0.022636863042242848,0.007689395118526216,0.030326258160769063,0.13416043256162266,-0.1038341744008536
f020_pb1_lumi_mean-d-pb2_lumi_mean,0.0469785944307634,0.008164631055588126,0.05514322548635153,0.15921364561211676,-0.10407042012576523
f018_pb3_lumi_q75-d-pb5_lumi_q75,0.032676643303655994,0.01298031048883647,0.04565695379249246,0.14997554003380045,-0.10431858624130799
f020_pb0_flux_norm2_q90,0.01505967039211972,0.00594740016798843,0.02100707056010815,0.12535186060205367,-0.10434479004194552
f023_pb5_flux_norm3_q25,0.007861337374502748,0.0022051656125421947,0.010066502987044944,0.11450593302461368,-0.10443943003756873
f023_pb0_flux_norm2_min,0.009755635537033529,0.006924920497683029,0.01668055603471656,0.12114042783331773,-0.10445987179860117
f003_pb1_flux_norm2_q75-d-pb3_flux_norm2_q75,0.021879143777230537,0.01823660240895837,0.04011574618618891,0.14457758308471225,-0.10446183689852334
f015_pb4_d1_flux_norm1_min-d-pb5_d1_flux_norm1_min,0.023394582307255163,0.0104221927556381,0.03381677506289326,0.13841005331506148,-0.10459327825216821
f005_pb2_y0_lumi_q75,0.02595188482667172,0.0021037190529317506,0.02805560387960347,0.1327537499353546,-0.10469814605575113
f018_pb3_flux_norm1_q90,0.007198333017616973,0.002632645341188395,0.009830978358805368,0.1145994234315205,-0.10476844507271514
f017_pb3_flux_norm1_q25,0.021784428869104,0.0041513508052665295,0.02593577967437053,0.13084197066737618,-0.10490619099300566
f012_pb4_lumi_q75-d-pb5_lumi_q75,0.02083727978783861,0.004278825898539115,0.025116105686377718,0.13006044399052982,-0.1049443383041521
f003_pb4_flux_norm1_max-m-min,0.0049251752225800355,0.0010735630377069444,0.005998738260286979,0.11098137601832646,-0.10498263775803948
f003_pb0_flux_ratio_sq_q75-m-q25-d-pb5_flux_ratio_sq_q75-m-q25,0.026709604091684037,0.003070566077480994,0.029780170169165024,0.1348187794521527,-0.10503860928298768
f003_pb2_flux_err_mean-d-pb3_flux_err_mean,0.021026709604091684,0.01994523207691996,0.04097194168101165,0.14602025782640068,-0.10504831614538904
f005_pb2_y1_lumi_median,0.03381322220117447,0.0051126915955034755,0.038925913796677945,0.14402300104508906,-0.1050970872484111
f025_pb2_lumi_q10-d-pb3_lumi_q10,0.04157984466755067,0.03223689491561915,0.07381673958316982,0.1789517081145396,-0.10513496853136976
f014_d0_flux_by_flux_ratio_sq_median,0.026236029551051337,0.005504857151402268,0.031740886702453605,0.13696938168062367,-0.10522849497817006
f018_pb5_flux_by_flux_ratio_sq_mean,0.016953968554650502,0.005466850259923184,0.022420818814573692,0.12767255064611832,-0.10525173183154463
f023_pb4_flux_norm3_q90,0.03400265201742754,0.022706825973047316,0.05670947799047485,0.16209190470901247,-0.10538242671853762
f018_pb1_flux_norm1_median,0.008619056639515059,0.002373771317644407,0.010992827957159466,0.11652549473069095,-0.10553266677353149
f003_pb0_flux_by_flux_ratio_sq_max-d-min-d-pb3_flux_by_flux_ratio_sq_max-d-min,0.01903769653343437,0.001981793859185498,0.021019490392619862,0.1265812613195578,-0.10556177092693794
f017_pb2_flux_norm2_q90-d-pb4_flux_norm2_q90,0.01515438530024626,0.0062351913556207795,0.02138957665586704,0.12695428584518662,-0.10556470918931957
f012_pb5_flux_norm1_q75,0.024720591021026708,0.010925935415160196,0.035646526436186904,0.1413843044060865,-0.10573777796989958
f026_date_diff_0.3,0.03750710361810949,0.02851068254305465,0.06601778616116415,0.1718260824143353,-0.10580829625317116
f017_pb1_lumi_q10-d-pb4_lumi_q10,0.03296078802803561,0.014557649241948438,0.04751843726998405,0.15332850946363175,-0.10581007219364769
f012_pb4_flux_norm1_q10,0.010039780261413144,0.0012439324849212322,0.011283712746334378,0.11715709438044243,-0.10587338163410806
f015_pb1_d1_flux_by_flux_ratio_sq_q90-m-q10-d-pb2_d1_flux_by_flux_ratio_sq_q90-m-q10,0.017427543095283198,0.0015994838758114516,0.019027026971094648,0.12510041023973273,-0.10607338326863808
f017_pb0_flux_norm1_q25,0.019795415798446674,0.015599313900759809,0.035394729699206484,0.1414966071623536,-0.10610187746314712
f003_pb3_flux_err_q10-d-pb5_flux_err_q10,0.023110437582875544,0.004078195708135779,0.027188633291011326,0.13346624922149625,-0.10627761593048492
f018_pb5_flux_max,0.0322030687630233,0.014814913607807713,0.04701798237083101,0.1533462227212181,-0.10632824035038707
f003_pb0_flux_by_flux_ratio_sq_std-d-pb3_flux_by_flux_ratio_sq_std,0.016575108922144345,0.004306343168912996,0.02088145209105734,0.12731817980458865,-0.10643672771353131
f018_pb5_flux_norm3_max,0.005019890130706572,0.0016082213768925438,0.006628111507599117,0.11331469988487596,-0.10668658837727683
f005_pb5_y0_flux_q25,0.008713771547641599,0.03997175781641458,0.04868552936405618,0.15541216009259645,-0.10672663072854027
f003_pb0_flux_ratio_sq_q75-m-q25-d-pb4_flux_ratio_sq_q75-m-q25,0.0191324114415609,0.0026348092046985768,0.02176722064625948,0.12850695453189276,-0.10673973388563328
f015_pb1_d0_flux_ratio_sq_mean,0.053324493275241525,0.00504371653578338,0.0583682098110249,0.165139422135277,-0.1067712123242521
f014_d1_flux_norm2_skew,0.010418639893919305,0.000286339070479398,0.010704978964398702,0.1175281358589754,-0.10682315689457669
f004_y2_flux_ratio_sq_kurt,0.08211782534570942,0.00027783074353399453,0.08239565608924343,0.1893105152312806,-0.10691485914203716
f012_pb2_flux_min-d-pb3_flux_min,0.007293047925743513,0.0007255977676818791,0.008018645693425391,0.11501088907660252,-0.10699224338317713
f024_pb5_flux_norm2_median,0.06459556734229968,0.0014047259223116794,0.06600029326461136,0.17310951375855915,-0.10710922049394779
f024_pb5_flux_norm1_q10,0.023110437582875544,0.0020388263932865414,0.025149263976162087,0.1322934290687805,-0.10714416509261841
f023_pb2_lumi_max-d-min,0.03239249857927638,0.005995031559675797,0.03838753013895218,0.14568178565166148,-0.1072942555127093
f017_pb2_flux_norm1_mean,0.006345898844478121,0.0008030898159343108,0.0071489886604124316,0.11445918804928736,-0.10731019938887493
f015_pb1_d1_flux_max-m-min-d-pb2_d1_flux_max-m-min,0.03618109490433795,0.004757675692585685,0.040938770596923635,0.14847177716805698,-0.10753300657113335
f014_d1_flux_norm1_std,0.07937109301003978,0.009949465897032288,0.08932055890707206,0.1968663756575308,-0.10754581675045873
f004_y2_flux_norm1_median,0.009945065353286608,0.003117262215710657,0.013062327568997265,0.12064385130931204,-0.10758152374031478
f015_pb0_d0_lumi_max-m-min-d-pb1_d0_lumi_max-m-min,0.04688387952263687,0.013176943233935944,0.06006082275657281,0.16774403249842185,-0.10768320974184903
f014_d1_flux_norm1_q25,0.02718317863231673,0.001257966307881597,0.028441144940198324,0.1362315896090264,-0.10779044466882808
f005_pb3_y1_flux_norm1_min,0.011176359158931616,0.0014668484552108221,0.012643207614142438,0.12047926659522475,-0.10783605898108231
f023_pb5_flux_norm1_median,0.045652585716991864,0.009735543955207824,0.05538812967219968,0.1632480857607651,-0.10785995608856543
f023_pb4_flux_norm3_median,0.01297594241333586,0.0037178617516495562,0.016693804164985414,0.124591031565743,-0.10789722740075758
f023_pb3_flux_norm3_q10,0.02083727978783861,0.0019978869699706584,0.022835166757809264,0.13073533023384215,-0.10790016347603289
f012_pb2_flux_norm2_q90-d-pb3_flux_norm2_q90,0.011176359158931616,0.007696900289902756,0.01887325944883437,0.126778159037329,-0.10790489958849464
f005_pb4_y2_flux_norm1_min,0.014964955483993184,0.00979790323688613,0.024762858720879317,0.13268745701599388,-0.10792459829511457
f015_pb3_d1_flux_by_flux_ratio_sq_max-d-pb5_d1_flux_by_flux_ratio_sq_max,0.01619624928963819,0.015613754005281425,0.03181000329491961,0.13999191848430048,-0.10818191518938086
f023_pb5_flux_norm1_q75,0.03466565637431332,0.011129968490913756,0.045795624865227084,0.15404953924592413,-0.10825391438069704
f017_pb0_flux_norm1_min-d-pb2_flux_norm1_min,0.011176359158931616,0.014397765524951691,0.025574124683883308,0.13389413903014585,-0.10832001434626254
f003_pb3_flux_by_flux_ratio_sq_q10,0.013354802045842015,0.000764273259976558,0.014119075305818575,0.12247459130928336,-0.10835551600346478
f005_pb1_y1_lumi_max,0.01648039401401781,0.0017570720232534134,0.018237466037271218,0.12659659568230872,-0.1083591296450375
f012_pb5_flux_q75,0.010134495169539685,0.0019638824700223888,0.012098377639562074,0.12046188020911125,-0.10836350256954917
f012_pb5_flux_norm1_median,0.01610153438151165,0.002234602913500353,0.018336137295012003,0.12677672918155852,-0.10844059188654652
f002_a_1__skewness,0.01884826671718129,0.0011077084354756991,0.019955975152656985,0.12847209393715964,-0.10851611878450265
f020_pb2_lumi_min,0.026236029551051337,0.0029762857234844078,0.029212315274535744,0.1378972945905154,-0.10868497931597965
f003_pb1_flux_ratio_sq_q90-d-pb4_flux_ratio_sq_q90,0.01998484561469976,0.004138928369754895,0.02412377398445465,0.13282567052671354,-0.1087018965422589
f005_pb1_y2_flux_q75-m-q25,0.015722674749005495,0.05260368593282734,0.06832636068183284,0.17711420868932334,-0.1087878480074905
f005_pb2_y0_lumi_q10,0.015817389657132034,0.0012816778722911626,0.017099067529423195,0.12602939828832482,-0.10893033075890163
f025_pb2_flux_norm2_q90,0.020363705247205908,0.013181344156879335,0.033545049404085245,0.14263911456458342,-0.10909406516049817
f023_pb0_lumi_q90-m-q10-d-pb3_lumi_q90-m-q10,0.019321841257813974,0.004382959256457551,0.02370480051427153,0.13308576177324147,-0.10938096125896994
f003_pb1_flux_by_flux_ratio_sq_q75-m-q25,0.014964955483993184,0.0038410222861546884,0.018805977770147867,0.12825198339904212,-0.10944600562889426
f013_flux_norm3_mean,0.01733282818715666,0.0031302543622973877,0.020463082549454045,0.13006957358540386,-0.10960649103594981
f023_pb5_flux_norm3_q75,0.0566395150596704,0.004788299245586786,0.06142781430525718,0.17127917459119632,-0.10985136028593914
f017_pb0_flux_norm1_mean,0.034286796741807166,0.011857162483141958,0.046143959224949134,0.15624406604289068,-0.11010010681794155
f012_pb2_flux_norm2_q75-d-pb3_flux_norm2_q75,0.013165372229588938,0.012305824681326023,0.025471196910914963,0.13573920711011553,-0.11026801019920057
f004_y0_lumi_q75-m-q25-d-y2_lumi_q75-m-q25,0.019511271074067058,0.0029489102332889076,0.02246018130735597,0.1327929584309543,-0.11033277712359832
f024_pb5_flux_by_flux_ratio_sq_min,0.014112521310854331,0.0017700524898637872,0.015882573800718117,0.1262938940241497,-0.11041132022343159
f003_pb3_flux_norm3_median,0.011365788975184695,0.0030272868770488725,0.014393075852233568,0.12484682482477286,-0.11045374897253929
f005_pb2_y0_flux_q10,0.017427543095283198,0.003371732283559624,0.020799275378842824,0.13138028053332407,-0.11058100515448124
f003_pb2_flux_err_q10-d-pb3_flux_err_q10,0.029077476794847512,0.046586594540292924,0.07566407133514043,0.1862767925326282,-0.11061272119748776
f015_pb3_d1_flux_q90-d-pb5_d1_flux_q90,0.00757719265012313,0.0011572282352000222,0.008734420885323151,0.11938055049632185,-0.11064612961099869
f015_pb3_d1_flux_norm2_std,0.010039780261413144,0.0006273031306670728,0.01066708339208022,0.12136840503314135,-0.11070132164106113
f003_pb0_flux_norm2_q75-d-pb4_flux_norm2_q75,0.00757719265012313,0.010142327469551614,0.017719520119674745,0.12853499532127766,-0.11081547520160291
f018_pb2_lumi_q25-d-pb4_lumi_q25,0.029929910967986362,0.0124667924282248,0.04239670339621117,0.15332250548345722,-0.11092580208724605
f023_pb3_flux_q75,0.009945065353286608,0.001642025738779004,0.011587091092065613,0.12271197038859626,-0.11112487929653064
f024_pb0_flux_norm2_min,0.007008903201363896,0.004116241835933658,0.011125145037297552,0.12240614425725732,-0.11128099921995976
f003_pb1_flux_by_flux_ratio_sq_q90-m-q10-d-pb3_flux_by_flux_ratio_sq_q90-m-q10,0.019700700890320142,0.005211572549243614,0.024912273439563752,0.13646621985756044,-0.11155394641799668
f010_pb3_flux_by_flux_ratio_sq_q90,0.02301572267474901,0.0056694121989488595,0.02868513487369786,0.1402610018524843,-0.11157586697878644
f003_pb4_flux_norm1_q90,0.02273157795036939,0.004042904023630085,0.026774481973999474,0.13835271458102658,-0.1115782326070271
f003_pb1_flux_norm1_max-d-min-d-pb5_flux_norm1_max-d-min,0.00530403485508619,0.007076766724307992,0.01238080157939418,0.12405923420924655,-0.11167843262985237
f015_pb0_d0_lumi_q90-d-pb3_d0_lumi_q90,0.031255919681757914,0.01662206416539647,0.047877983847154366,0.15959688831719895,-0.1117189044700446
f015_pb2_d1_lumi_q75-d-pb4_d1_lumi_q75,0.022352718317863236,0.007898365181892622,0.03025108349975585,0.14220337900105615,-0.1119522955013003
f015_pb1_d0_lumi_mean,0.01856412199280167,0.00271378399860043,0.0212779059914021,0.13332171196146755,-0.11204380597006545
f005_pb4_y2_lumi_median,0.02453116120477363,0.0022171459931366643,0.02674830719791029,0.1388066332503709,-0.1120583260524606
f023_pb4_flux_norm2_median,0.02595188482667172,0.003563805266378557,0.02951569009305028,0.14168327914010204,-0.11216758904705176
f005_pb1_y2_flux_norm1_max,0.017616972911536282,0.004699236282453893,0.022316209193990168,0.1344860543692452,-0.11216984517525505
f015_pb4_d1_flux_by_flux_ratio_sq_max-d-min,0.01183936351581739,0.007204759075082058,0.01904412259089945,0.1312295852855552,-0.11218546269465575
fbk1-007_pb5_flux_std,0.05322977836711499,0.005238606979060984,0.05846838534617596,0.17072606886466096,-0.112257683518485
f005_pb2_y1_flux_norm1_q25,0.01600681947338511,0.0019173213651204016,0.017924140838505513,0.13024392800724566,-0.11231978716874014
f014_d1_lumi_kurt,0.04735745406326956,0.01973809125646012,0.06709554531972968,0.17982274147605232,-0.11272719615632264
f002_flux_norm3_skew,0.02026899033907937,0.0019873895160413325,0.022256379855120703,0.13502379219486238,-0.11276741233974168
f023_pb5_flux_norm1_q10,0.008713771547641599,0.0007804814996671577,0.009494253047308757,0.12234374793784407,-0.1128494948905353
f003_pb5_lumi_kurt,0.029835196059859823,0.0032466949674904203,0.033081891027350235,0.1460065827560791,-0.11292469172872888
f024_pb3_lumi_q75-m-q25,0.007387762833870052,0.0009064623198277227,0.008294225153697774,0.12122615413211672,-0.11293192897841894
f017_pb1_flux_ratio_sq_mean-d-pb4_flux_ratio_sq_mean,0.008808486455768141,0.0037289215778898814,0.01253740803365802,0.12547476079014616,-0.11293735275648814
f023_pb4_lumi_q25-d-pb5_lumi_q25,0.05247205910210268,0.009682747274253757,0.062154806376356425,0.17510391891119556,-0.11294911253483914
f003_pb2_flux_ratio_sq_q75-d-pb5_flux_ratio_sq_q75,0.014680810759613562,0.008165428980959134,0.022846239740572698,0.13586790739344073,-0.11302166765286803
f023_pb4_lumi_std-d-mean,0.037601818526236036,0.006363214028451972,0.04396503255468801,0.15705214102911133,-0.11308710847442333
f017_pb2_flux_norm2_q75-d-pb4_flux_norm2_q75,0.016764538738397426,0.010630142718338877,0.0273946814567363,0.14060578697425624,-0.11321110551751995
f003_pb1_flux_ratio_sq_q90-d-pb2_flux_ratio_sq_q90,0.019511271074067058,0.005036624035644619,0.02454789510971168,0.13777113607813335,-0.11322324096842167
f018_pb5_lumi_min,0.015533244932752415,0.0015082788569830599,0.017041523789735474,0.13027006753100254,-0.11322854374126706
f010_pb0_lumi_q10,0.014301951127107406,0.001593935100210783,0.01589588622731819,0.12932640202193466,-0.11343051579461647
f017_pb3_flux_norm3_std-d-mean,0.0130706573214624,0.006452494571892578,0.019523151893354976,0.13300791931677589,-0.11348476742342091
f012_pb5_flux_norm1_q25,0.012691797688956242,0.002383867049486512,0.015075664738442754,0.12861421271357035,-0.1135385479751276
f003_pb0_flux_by_flux_ratio_sq_max-d-pb3_flux_by_flux_ratio_sq_max,0.0065353286607312,0.002182606100980952,0.008717934761712152,0.1224344076614714,-0.11371647289975925
f015_pb3_d0_flux_norm1_q75,0.032771358211782536,0.0031712846705956184,0.035942642882378154,0.14968372311116598,-0.11374108022878783
f005_pb0_y1_lumi_mean,0.01648039401401781,0.0011358349103215886,0.017616228924339394,0.13175104267866572,-0.11413481375432633
f025_pb2_flux_norm3_min,0.012502367872703164,0.002008458791716889,0.014510826664420053,0.12866423980684918,-0.11415341314242913
f003_pb1_flux_norm1_q75-m-q25-d-pb4_flux_norm1_q75-m-q25,0.009945065353286608,0.0018521468301766371,0.011797212183463246,0.12616564605377648,-0.11436843387031323
"f002_a_5__fft_coefficient__coeff_0__attr_""abs""",0.023394582307255163,0.01825112408222855,0.041645706389483714,0.1562210120562678,-0.11457530566678407
f010_pb5_flux_norm2_std-d-mean,0.024341731388520558,0.06282870257959679,0.08717043396811734,0.201785468205416,-0.11461503423729867
f003_pb0_flux_by_flux_ratio_sq_max-d-min-d-pb2_flux_by_flux_ratio_sq_max-d-min,0.021594999052850918,0.0035351479342916373,0.025130146987142558,0.1398148680373914,-0.11468472105024885
f012_pb4_flux_norm1_min,0.02358401212350824,0.004011088305063843,0.02759510042857208,0.1424484200097506,-0.11485331958117853
f003_pb0_flux_norm2_q25-d-pb2_flux_norm2_q25,0.025478310286039026,0.00933259603745292,0.034810906323491944,0.14967076796736842,-0.11485986164387647
f027_flux_norm1_std,0.03286607311990908,0.005841001290308493,0.03870707441021757,0.15367860080994386,-0.1149715263997263
f005_pb4_y2_flux_norm1_q10,0.006724758476984278,0.0017494159282822024,0.00847417440526648,0.12348812488503387,-0.1150139504797674
f003_pb0_lumi_q10-d-pb1_lumi_q10,0.04148512975942413,0.004445448124859141,0.04593057788428327,0.16099393999062606,-0.11506336210634278
